movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_action,gn_documentary,gn_game-show,gn_animation,gn_music,gn_talk-show,gn_romance,gn_drama,gn_fantasy,gn_sport,gn_unknown,gn_war,gn_thriller,gn_musical,gn_short,gn_comedy,gn_mystery,gn_film-noir,gn_adult,gn_horror,gn_adventure,gn_biography,gn_history,gn_family,gn_reality-tv,gn_news,gn_crime,gn_western,gn_sci-fi,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france
Km 31-2,0,200000,4,105,Feature Long,Horror,Spanish,"Mexico, Spain",3.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Knuckle City,0,200000,9,124,Long,Crime,Xhosa,South Africa,6.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Kocan Kadar Konus,1,200000,3,108,Feature Long,"Comedy, Drama, Fantasy",Turkish,Turkey,6.1,movie,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kogel Mogel 3 ,0,200000,1,95,Feature Long,"Comedy, Romance",Polish,Poland,3.5,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Konda Polam,0,200000,10,142,Long,"Action, Adventure, Drama",Telugu,India,5.7,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
KONGSUNI the movie: TOY WORLD ADVENTURE ,0,200000,5,102,Feature Long,Unknown,Other,Other,6.409304847280843,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kundo: Age of the Rampant ,0,200000,7,137,Long,"Action, Drama",Korean,South Korea,6.8,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kung Fu Dunk ,0,200000,2,100,Feature Long,"Action, Comedy, Sport","Cantonese, Mandarin","China, Hong Kong, Taiwan",4.8,movie,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kung-Fu Kings 4: The Challenge of Kung Fu Brothers ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kurup (Malayalam),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Köyden İndim Şehire,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Küss mich, Frosch",0,200000,12,80,Medium Long,"Comedy, Family, Fantasy",German,Germany,6.1,movie,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L'agenzia dei bugiardi,0,200000,1,90,Medium Long,Comedy,Italian,Italy,5.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
La cantera,0,200000,8,92,Feature Long,Drama,Spanish,Peru,6.585624973571947,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
La Leyenda del Diamante,0,200000,7,87,Medium Long,"Adventure, Fantasy, Horror",Spanish,Mexico,3.3,movie,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
La marge,0,200000,9,88,Medium Long,Drama,French,France,5.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
La matassa,0,200000,3,98,Feature Long,"Comedy, Crime",Italian,Italy,6.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
La Vida Lena,0,200000,11,30,Short,"Action, Crime, Drama","Filipino, English",Philippines,7.311094362085491,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Lady Boss: The Jackie Collins Story,0,200000,6,96,Feature Long,"Documentary, Biography, History",English,United Kingdom,6.8,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lady Dynamite,1,200000,5,1,Short,Comedy,English,United States,7.4,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lage Raho Munna Bhai ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lagos Real Fake Life,0,200000,11,118,Feature Long,Comedy,English,Nigeria,6.1499460211101225,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lampor: The Flying Casket ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Land of Hope (2018),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Last Cab to Darwin,0,200000,6,123,Long,"Adventure, Comedy, Drama",English,Australia,7.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Last Film Show (Hindi) ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Laundry Show,0,200000,2,97,Feature Long,"Comedy, Drama",Indonesian,Indonesia,7.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Laura's Star and the Dream Monster ,0,200000,10,65,Medium Long,"Animation, Family",German,Germany,5.9,movie,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Layla Majnun,0,200000,2,119,Feature Long,"Drama, Romance",Indonesian,Indonesia,6.1,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Le Brio,0,200000,11,95,Feature Long,"Comedy, Drama","French, Arabic","France, Belgium",6.7,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Le Comiche,0,200000,12,91,Feature Long,Comedy,Italian,Italy,5.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Leaving Neverland,0,200000,3,240,Long,Documentary,English,"United Kingdom, United States",7.0,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Legal High 1 ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Legend Of The Dragon ,0,200000,3,96,Feature Long,"Action, Adventure, Comedy",Cantonese,Hong Kong,6.4,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Legend of the Guardians: The Owls of Ga'Hoole,0,200000,9,97,Feature Long,"Animation, Action, Adventure",English,"United States, Australia",6.9,movie,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LEGO Marvel Super Heroes: Guardians of the Galaxy,0,200000,11,22,Short,"Animation, Short, Action",English,United States,5.8,movie,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Leslie Jones: Time Machine,1,200000,1,66,Medium Long,Comedy,Other,United States,5.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lesson of the Evil ,0,200000,11,129,Long,"Horror, Thriller",Japanese,Japan,6.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Let the Bullets Fly ,0,200000,12,132,Long,"Action, Comedy, Drama","Mandarin, Chinese","China, Hong Kong",7.3,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Let's Go! GALAXY GUARDS ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Let's Make a Grandson ,0,200000,10,83,Medium Long,Comedy,Polish,Poland,5.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Let's Tie The Knot, Honey! ",0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lethal Weapon 2,0,200000,7,114,Feature Long,"Action, Crime, Thriller","English, Afrikaans",United States,7.3,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Liar Game: The Final Stage,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Library Wars: The Last Mission ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Life in Outer Space,0,200000,7,104,Feature Long,Documentary,English,Spain,6.6,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Life Overtakes Me,0,200000,6,39,Medium,"Documentary, Short","Swedish, Ukrainian, English","Sweden, United States",6.5,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Life Plan A and B ,0,200000,10,90,Medium Long,Drama,Mandarin,Taiwan,7.6,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Like a Rolling Stone: The Life & Times of Ben Fong-Torres,0,200000,5,99,Feature Long,Documentary,Other,Other,7.3,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Like Father, Like Son ",0,200000,2,107,Feature Long,"Action, Comedy, Crime",English,United States,4.4,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Lilly the Witch: The Dragon and the Magic Book ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Line Walker ,0,200000,8,109,Feature Long,"Action, Crime, Mystery","Cantonese, Mandarin, English, Portuguese","China, Hong Kong",6.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Little Big Women ,1,200000,11,123,Long,Drama,"Mandarin, Min Nan",Taiwan,7.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Little Lunch: The Nightmare Before Graduation,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Little Miss Dolittle ,0,200000,5,96,Feature Long,"Comedy, Crime, Family",German,Germany,4.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Little Nicky,0,200000,11,90,Medium Long,"Comedy, Fantasy",English,United States,5.3,movie,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Princess,0,200000,12,30,Short,"Animation, Family",English,United Kingdom,5.6,series,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Singham - Black Shadow,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Little Spirou ,0,200000,9,86,Medium Long,"Comedy, Family",French,"France, Belgium",4.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Live Flesh ,0,200000,1,103,Feature Long,Drama,"Spanish, Italian, Bulgarian","Spain, France",7.3,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Locked Down (2021),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lockie Leonard,0,200000,6,26,Short,"Adventure, Comedy, Drama",English,Australia,7.5,series,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Loft (2010),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lokillo: Nothing's the Same ,1,200000,8,63,Medium Long,Comedy,Spanish,Colombia,4.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lolo (2015),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lommbock,0,200000,3,91,Feature Long,Comedy,"German, English, Polish, Swedish",Germany,6.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Lord Bunlue ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lords of Chaos,0,200000,2,118,Feature Long,"Biography, Drama, Horror",English,"Hungary, United Kingdom, Sweden, Norway",6.6,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Lorena, Light-Footed Woman ",1,200000,11,28,Short,"Documentary, Short, Sport","Spanish, Tarahumara",Mexico,7.0,movie,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Loro chi?,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost ,0,200000,9,44,Medium,"Adventure, Drama, Fantasy","English, Portuguese, Spanish, Arabic, French, Korean, German, Latin, Russian, Japanese",United States,8.3,series,6.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
Louis C.K. 2017,1,200000,4,74,Medium Long,Comedy,English,United States,7.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Louis C.K.: Hilarious,1,200000,1,82,Medium Long,Comedy,English,United States,8.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Louis C.K.: Live at the Comedy Store,1,200000,1,66,Medium Long,Comedy,English,United States,7.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Love After Divorce ,0,200000,7,30,Short,Reality-TV,Korean,South Korea,6.392122190405642,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Beats Rhymes,1,200000,12,106,Feature Long,"Drama, Musical",English,United States,5.5,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Love for Sale 2,1,200000,10,92,Feature Long,"Drama, Romance",Indonesian,Indonesia,7.0,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love for Sale: Suely in the Sky ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Forecast ,0,200000,1,118,Feature Long,"Comedy, Drama, Romance",Korean,South Korea,6.2,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Is Blind (2016),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Is Nearby ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Island USA,0,200000,6,30,Short,Romance,English,United States,6.5409812689810325,series,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Love Like the Falling Rain ,1,200000,10,86,Medium Long,"Adventure, Drama, Fantasy",Indonesian,Indonesia,4.7,movie,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love on Delivery ,0,200000,2,100,Feature Long,"Action, Comedy, Romance",Cantonese,Hong Kong,6.8,movie,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Strikes! – The Series: 1.0 ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love the Way U Lie,0,200000,8,99,Feature Long,"Comedy, Romance","Tagalog, Filipino",Philippines,5.4,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Today (Kannada) (2022),0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Vs. Stars,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love You My Arrogance ,0,200000,12,30,Short,"Comedy, Drama, Fantasy",Thai,Thailand,7.270009891590044,series,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love You to the Stars and Back,0,200000,9,111,Feature Long,"Adventure, Comedy, Drama","Tagalog, Filipino",Philippines,7.4,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love+Sling ,0,200000,5,110,Feature Long,Drama,Korean,South Korea,5.9,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Low Life ,0,200000,8,105,Feature Long,"Crime, Drama, Thriller",English,United States,4.7,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Luck at First Sight,0,200000,5,95,Feature Long,"Comedy, Romance","Tagalog, Filipino",Philippines,7.5,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Luizenmoeder - De Film,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Luna Petunia,1,200000,12,22,Short,"Animation, Family, Fantasy",English,United States,6.4,series,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lunana: A Yak in the Classroom,0,200000,4,110,Feature Long,"Drama, Family","Dzongkha, English","Bhutan, China",7.4,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Lupin the Third: PART 5 ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Luxembourg, Luxembourg ",0,200000,4,105,Feature Long,Comedy,"Ukrainian, German",Ukraine,8.0,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lying and Stealing,0,200000,7,100,Feature Long,"Crime, Drama, Thriller",English,United States,5.4,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Lykkevej,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ma cosa ci dice il cervello,0,200000,7,93,Feature Long,Unknown,Other,Other,6.471307678853663,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Macross Frontier ,0,200000,4,24,Short,"Animation, Action, Music",Japanese,Japan,7.9,series,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
