Title,Available Globally?,Release Date,Hours Viewed
Shameless (U.S.),No,,"33,100,000"
The Crown,Yes,2020-11-15,"33,100,000"
S.W.A.T. (2017),No,,"33,000,000"
Shooter,No,2018-06-22,"33,000,000"
Through My Window ,Yes,2022-02-04,"33,000,000"
Gabby's Dollhouse,Yes,2021-10-19,"32,900,000"
"Nevertheless, ",Yes,2021-06-19,"32,800,000"
The Big Bang Theory,No,,"32,800,000"
Good Girls,Yes,2018-07-03,"32,700,000"
The Bad Guys (2022),No,,"32,700,000"
Orange Is the New Black,Yes,2015-06-11,"32,600,000"
Outlander,No,2017-09-10,"32,500,000"
Devil in Ohio: Limited Series,Yes,2022-09-02,"32,400,000"
Jane The Virgin,No,,"32,400,000"
Our Planet II,Yes,2023-06-14,"32,400,000"
The Flash (2014),No,,"32,400,000"
Grey's Anatomy,No,,"32,300,000"
My Name ,Yes,2021-10-15,"32,300,000"
Shameless (U.S.),No,,"32,300,000"
Shooter (2007),No,,"32,300,000"
Friends (1994),No,,"32,200,000"
Cobra Kai,Yes,2021-12-31,"32,100,000"
High Water ,Yes,2022-10-05,"32,100,000"
Hospital Playlist ,Yes,2021-06-17,"32,100,000"
Me Time,Yes,2022-08-26,"32,100,000"
My Name Is Vendetta ,Yes,2022-11-30,"32,100,000"
The Fabulous ,Yes,2022-12-23,"32,000,000"
Oddballs,Yes,2022-10-07,"31,900,000"
Pitch Perfect,No,,"31,900,000"
The Seven Deadly Sins ,No,2015-08-31,"31,900,000"
Unauthorized Living ,Yes,2019-02-08,"31,800,000"
13 Reasons Why,Yes,2017-03-31,"31,700,000"
Over the Hedge,No,,"31,700,000"
Our Beloved Summer ,Yes,2021-12-06,"31,600,000"
Good Girls,Yes,2021-08-31,"31,500,000"
Turn of the Tide ,Yes,2023-05-26,"31,500,000"
The SpongeBob Movie: Sponge on the Run,No,2020-11-05,"31,400,000"
Good Girls,Yes,2019-05-31,"31,300,000"
Pokémon Ultimate Journeys: The Series: Part 1,No,2022-10-21,"31,300,000"
Mission Majnu ,Yes,2023-01-20,"31,200,000"
Peaky Blinders,No,2019-10-04,"31,200,000"
Bad Boys II,No,,"31,100,000"
Betty en NY,No,,"31,100,000"
El Chapo,Yes,2018-07-27,"31,100,000"
Rise of Empires: Ottoman: Mehmed vs. Vlad,Yes,2022-12-29,"31,100,000"
The Sea Beyond ,No,,"31,000,000"
The Sea Beyond ,No,,"31,000,000"
Where the Crawdads Sing,No,,"31,000,000"
Anne with an E,Yes,2017-05-12,"30,900,000"
Dead to Me,Yes,2022-11-17,"30,900,000"
My Lover My Killer,No,,"30,800,000"
Still Time ,Yes,2023-03-16,"30,800,000"
Hunter X Hunter (2011) ,No,,"30,700,000"
Awaken ,Yes,,"30,600,000"
Enola Holmes 2,Yes,2022-11-04,"30,600,000"
Indian Matchmaking,Yes,2023-04-21,"30,600,000"
The Umbrella Academy,Yes,2019-02-15,"30,600,000"
Break Point,Yes,2023-01-13,"30,500,000"
Minions & More Volume 2,Yes,,"30,500,000"
Money Heist: Part 4 ,Yes,2020-04-03,"30,400,000"
Outlander,No,2018-11-05,"30,400,000"
Shameless (U.S.),No,,"30,400,000"
Downton Abbey: Series 2,No,,"30,300,000"
Love at First Kiss ,Yes,2023-03-03,"30,300,000"
Pedro el escamoso,No,,"30,300,000"
Start-Up ,Yes,2020-10-17,"30,300,000"
Tonight You're Sleeping with Me ,Yes,2023-03-01,"30,300,000"
Grey's Anatomy,No,,"30,200,000"
Narcos: Mexico,Yes,2018-11-16,"30,200,000"
Señora Acero,No,,"30,200,000"
Alba,No,2022-07-15,"30,100,000"
DC Super Hero Girls (2019),No,,"30,100,000"
In His Shadow ,Yes,2023-03-17,"30,100,000"
Love Is Blind: Brazil ,Yes,2023-06-07,"30,100,000"
Penguins of Madagascar: The Movie,No,,"30,100,000"
Sniper: Ghost Shooter,No,,"30,100,000"
Spenser Confidential,Yes,2020-03-06,"30,100,000"
The Adam Project,Yes,2022-03-11,"30,100,000"
The Last Dance: Limited Series,No,2020-04-20,"30,100,000"
Elite ,Yes,2022-11-18,"30,000,000"
I See You,No,2020-07-09,"30,000,000"
The Good Nurse,Yes,2022-10-26,"30,000,000"
All American: Homecoming,No,,"29,900,000"
Brooklyn Nine-Nine,No,,"29,900,000"
Godless: Limited Series,Yes,2017-11-22,"29,900,000"
Riverdale,No,2021-11-17,"29,900,000"
Flower of Evil ,Yes,,"29,800,000"
Invisible City ,Yes,2023-03-22,"29,800,000"
The Rookie,No,,"29,800,000"
Anne with an E,Yes,2018-07-06,"29,700,000"
Is It Cake?,Yes,2022-03-18,"29,700,000"
Mrs. Chatterjee vs Norway ,No,,"29,600,000"
The Crown,Yes,2019-11-17,"29,600,000"
The Midnight Club,Yes,2022-10-07,"29,600,000"
The Office (U.S.),No,,"29,600,000"
Fate: The Winx Saga,Yes,2022-09-16,"29,500,000"
Invisible City ,Yes,2021-02-05,"29,500,000"
Itaewon Class ,Yes,2020-01-31,"29,500,000"
Locked Up ,No,2015-10-18,"29,500,000"
Noah (2014),No,,"29,500,000"
RRR (Hindi),No,,"29,400,000"
YES DAY,Yes,2021-03-12,"29,400,000"
You Do You ,Yes,2023-06-09,"29,400,000"
A Girl and an Astronaut ,Yes,2023-02-17,"29,300,000"
ALVINNN!!! And the Chipmunks,No,,"29,300,000"
Close to Home: Murder in the Coalfield ,Yes,,"29,300,000"
Designated Survivor,Yes,2019-06-07,"29,200,000"
Echoes: Limited Series,Yes,2022-08-19,"29,200,000"
Sharkdog,Yes,2021-09-03,"29,200,000"
The Office (U.S.),No,,"29,200,000"
Peppa Pig,No,,"29,100,000"
Titans,No,2019-01-11,"29,100,000"
Day Shift,Yes,2022-08-12,"29,000,000"
Married at First Sight,No,,"29,000,000"
Power Rangers Dino Fury,No,2022-03-03,"29,000,000"
Vikings (2013),No,,"29,000,000"
Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc ,No,,"28,900,000"
The Man from Toronto,Yes,2022-06-24,"28,900,000"
Trolls World Tour,No,,"28,900,000"
Grey's Anatomy,No,,"28,800,000"
Teen Titans Go!,No,,"28,800,000"
The Irishman,Yes,2019-11-27,"28,800,000"
The Swimmers,Yes,2022-11-23,"28,800,000"
Virgin River,Yes,2021-07-09,"28,700,000"
Arrow,No,,"28,600,000"
Cobra Kai,Yes,2020-08-28,"28,600,000"
Lost in Space,Yes,2018-04-13,"28,600,000"
Princess Power,Yes,2023-01-30,"28,600,000"
Riverdale,No,2017-01-27,"28,600,000"
Sky Rojo,Yes,2021-03-19,"28,600,000"
Trollhunters: Tales of Arcadia: Part 1,Yes,2016-12-23,"28,500,000"
Cobra Kai,Yes,2021-01-01,"28,400,000"
Fauda ,Yes,2018-05-24,"28,400,000"
Honest Thief,No,,"28,300,000"
Tex Mex Motors,Yes,2023-06-09,"28,300,000"
Transformers: Revenge of the Fallen,No,,"28,300,000"
Virgin River,Yes,2020-11-27,"28,300,000"
Henry Danger,No,,"28,200,000"
The Hunger Games: Catching Fire,No,,"28,200,000"
The Loud House,No,,"28,200,000"
Army of Thieves,Yes,2021-10-29,"28,100,000"
Fifty Shades Darker,No,,"28,100,000"
The Deep End of the Ocean,No,,"28,100,000"
The Hangover,No,,"28,100,000"
The Old Guard,Yes,2020-07-10,"28,100,000"
Transformers: Dark of the Moon,No,,"28,100,000"
Workin' Moms,Yes,2019-01-04,"28,100,000"
Gymnastics Academy: A Second Chance,Yes,2022-09-16,"28,000,000"
Naruto ,No,,"28,000,000"
Orange Is the New Black,Yes,2016-06-17,"28,000,000"
The Angry Birds Movie,No,,"28,000,000"
Anne with an E,Yes,2020-01-03,"27,900,000"
Cry Babies Magic Tears,Yes,,"27,900,000"
Harry Potter and the Sorcerer's Stone,No,,"27,900,000"
How I Became a Gangster ,Yes,2020-06-01,"27,900,000"
Peppa Pig,No,,"27,900,000"
Sex Education,Yes,2019-01-11,"27,900,000"
The Cook of Castamar ,No,2021-04-08,"27,900,000"
Fauda ,Yes,2020-04-16,"27,800,000"
Locke & Key,Yes,2020-02-07,"27,800,000"
Our Universe: Limited Series,Yes,2022-11-22,"27,800,000"
Peppa Pig,No,,"27,800,000"
Run On ,Yes,2020-12-16,"27,800,000"
Sonic Boom,No,,"27,800,000"
Class ,Yes,2023-02-03,"27,700,000"
Heartbreak High,Yes,2022-09-14,"27,700,000"
Rebelde Way (2002): Temporada 2,No,,"27,700,000"
Tale of the Nine Tailed ,No,,"27,700,000"
The Flash (2014),No,,"27,700,000"
Brooklyn Nine-Nine,No,,"27,600,000"
Hit & Run,Yes,2021-08-06,"27,600,000"
Kung Fu Panda 3,No,2016-08-18,"27,600,000"
MINDHUNTER,Yes,2017-10-13,"27,600,000"
Shadowhunters: The Mortal Instruments,No,2016-01-13,"27,600,000"
The Chosen,No,,"27,600,000"
The Uncanny Counter ,Yes,2020-11-28,"27,600,000"
Oh My Venus ,No,,"27,500,000"
Riverdale,No,2018-10-11,"27,500,000"
Teen Wolf (2011),No,,"27,500,000"
Vivo,Yes,2021-08-06,"27,500,000"
El Dragón: Return of a Warrior ,No,2019-10-04,"27,400,000"
Remarriage & Desires ,Yes,2022-07-15,"27,400,000"
Señora Acero,No,,"27,400,000"
Shadowhunters: The Mortal Instruments,No,2017-01-03,"27,400,000"
Army of the Dead,Yes,2021-05-21,"27,300,000"
Dr. Romantic ,No,,"27,300,000"
Hotel Transylvania 3: Summer Vacation,No,,"27,300,000"
Jurassic World Camp Cretaceous,Yes,2020-09-18,"27,300,000"
Mission: Impossible - Fallout,No,,"27,300,000"
Noise,Yes,2023-03-17,"27,300,000"
Shanty Town,Yes,2023-01-20,"27,300,000"
The Seven Deadly Sins: Revival of The Commandments ,No,2018-01-12,"27,300,000"
Shameless (U.S.),No,,"27,200,000"
Zig & Sharko,No,,"27,200,000"
Dynasty,Yes,2017-10-12,"27,100,000"
Narcos,Yes,2017-09-01,"27,100,000"
Sweet Home ,Yes,2020-12-18,"27,100,000"
Teen Wolf (2011),No,,"27,100,000"
The Imperfects,Yes,2022-09-08,"27,100,000"
The Longest Yard (2005),No,,"27,100,000"
The Secret Life of Pets,No,,"27,100,000"
Tomorrow ,Yes,2022-04-01,"27,100,000"
Tu Jhoothi Main Makkaar ,No,,"27,100,000"
Unbelievable: Limited Series,Yes,2019-09-13,"27,100,000"
Dark Desire ,Yes,2020-07-15,"27,000,000"
Grey's Anatomy,No,,"27,000,000"
Little Baby Bum: Nursery Rhyme Friends,Yes,,"27,000,000"
Seven Seconds: Limited Series,Yes,2018-02-23,"27,000,000"
Dragged Across Concrete,No,,"26,900,000"
iCarly (2007),No,,"26,800,000"
Junji Ito Maniac: Japanese Tales of the Macabre ,No,2023-01-19,"26,800,000"
Just Go With It,No,,"26,800,000"
Lady Chatterley's Lover,Yes,2022-12-02,"26,800,000"
Señora Acero,No,,"26,800,000"
All American,No,,"26,700,000"
Death Note (2006) ,No,,"26,700,000"
Jane The Virgin,Yes,,"26,700,000"
The Makanai: Cooking for the Maiko House ,Yes,2023-01-12,"26,700,000"
Better Than Us ,Yes,2019-08-16,"26,600,000"
Downton Abbey: Series 3,No,,"26,600,000"
El Cartel 2,No,,"26,600,000"
Insatiable,Yes,2018-08-10,"26,600,000"
Lou,Yes,2022-09-23,"26,600,000"
Shameless (U.S.),No,,"26,600,000"
Teletubbies,No,2022-11-14,"26,600,000"
Ted (2012),No,,"26,500,000"
Triple Frontier,Yes,2019-03-13,"26,500,000"
Kung Fu Panda: The Dragon Knight,Yes,2023-01-12,"26,400,000"
Slumberland,Yes,2022-11-18,"26,400,000"
Uncharted (2022),No,,"26,400,000"
Ozark,Yes,2018-08-31,"26,300,000"
Sex Education,Yes,2021-09-17,"26,300,000"
The Emoji Movie,No,,"26,300,000"
A Korean Odyssey ,Yes,2017-12-29,"26,200,000"
Army of One (2020),No,,"26,200,000"
Knives Out,No,,"26,200,000"
Love Is Blind,Yes,2020-02-13,"26,200,000"
The Big Bang Theory,No,,"26,200,000"
Valeria,Yes,2020-05-08,"26,200,000"
Anna Nicole Smith: You Don't Know Me,Yes,2023-05-16,"26,100,000"
Sin senos sí hay paraíso,No,,"26,100,000"
Sonic Boom,No,,"26,100,000"
Downton Abbey: Series 1,No,,"26,000,000"
Jane The Virgin,No,,"26,000,000"
Locked Up ,No,2016-11-14,"26,000,000"
The Adventures of Puss in Boots,No,2015-01-16,"26,000,000"
Dynasty,Yes,2022-09-24,"25,900,000"
Grey's Anatomy,No,,"25,900,000"
Juvenile Justice ,Yes,2022-02-25,"25,900,000"
The Patients of Dr. García ,Yes,,"25,800,000"
Hustle,Yes,2022-06-08,"25,700,000"
Narco-Saints ,Yes,2022-09-09,"25,700,000"
The Inmate ,No,2018-12-07,"25,700,000"
Whitney Houston: I Wanna Dance with Somebody,No,,"25,700,000"
Shooter,No,2017-07-19,"25,600,000"
Fate: The Winx Saga,Yes,2021-01-22,"25,500,000"
Madagascar 3: Europe's Most Wanted,No,,"25,500,000"
My ID is Gangnam Beauty ,Yes,,"25,500,000"
Raising Dion,Yes,2019-10-04,"25,500,000"
Black Mirror,Yes,2016-10-21,"25,400,000"
Go Dog Go,Yes,2022-09-19,"25,400,000"
Grey's Anatomy,No,,"25,400,000"
La bella y las bestias,No,,"25,400,000"
The Loud House,No,,"25,400,000"
The Perfect Find,Yes,2023-06-23,"25,400,000"
Grey's Anatomy,No,,"25,300,000"
NCIS,No,,"25,300,000"
Sky Rojo,Yes,2021-07-23,"25,300,000"
The Boss Baby: Back in Business,Yes,2020-11-17,"25,300,000"
Don't Look Up,Yes,2021-12-24,"25,200,000"
Fatherhood,Yes,2021-06-18,"25,200,000"
Queen of the South,Yes,,"25,200,000"
Resident Evil,Yes,2022-07-14,"25,200,000"
Community,Yes,,"25,100,000"
The Stranger: Limited Series,Yes,2020-01-30,"25,100,000"
365 Days (2020),Yes,,"25,000,000"
The Karate Kid (2010),No,,"25,000,000"
El Dragón: Return of a Warrior ,No,2020-04-17,"24,900,000"
Blindspot,No,,"24,800,000"
Maya and the Three: Limited Series,Yes,2021-10-22,"24,800,000"
Shehzada ,No,,"24,800,000"
Taxi Driver ,No,,"24,800,000"
That Girl Lay Lay,No,2022-01-21,"24,800,000"
The Good Place,No,2017-08-21,"24,800,000"
Total Drama Island,No,,"24,800,000"
Downton Abbey: Series 4,No,,"24,700,000"
Mako Mermaids: An H2O Adventure,No,2013-07-26,"24,700,000"
Teen Titans Go!,No,,"24,700,000"
The Umbrella Academy,Yes,2022-06-22,"24,700,000"
Young Sheldon,No,,"24,700,000"
Cry Babies Magic Tears,Yes,,"24,500,000"
Downton Abbey: Series 6,No,,"24,500,000"
Heat (1995),No,,"24,500,000"
Record of Youth ,Yes,2020-09-07,"24,500,000"
Teen Wolf (2011),No,,"24,500,000"
War Sailor: Limited Series ,Yes,2023-04-02,"24,500,000"
First Love ,Yes,2022-11-24,"24,400,000"
From Me to You: Kimi ni Todoke ,No,2023-03-30,"24,400,000"
Hoarders,No,,"24,400,000"
Kitti Katz,Yes,2023-05-18,"24,400,000"
Ben & Holly's Little Kingdom,No,,"24,300,000"
Feel the Beat,Yes,2020-06-19,"24,300,000"
Meteor Garden ,No,2018-07-13,"24,300,000"
Pup Academy,Yes,2020-02-21,"24,300,000"
Royal Doctor ,No,,"24,300,000"
The Angry Birds Movie 2,No,,"24,300,000"
#NoFilter ,Yes,2023-02-15,"24,200,000"
Black Mirror,Yes,2017-12-29,"24,200,000"
Jewish Matchmaking,Yes,2023-05-03,"24,200,000"
Nobody (2021),No,,"24,200,000"
Riverdale,No,2021-01-21,"24,200,000"
Warrior Nun,Yes,2020-07-02,"24,200,000"
Dark,Yes,2017-12-01,"24,100,000"
Dr. Romantic ,No,,"24,100,000"
Another Self ,Yes,2022-07-28,"24,000,000"
Chimp Empire: Limited Series,Yes,2023-04-19,"24,000,000"
Downton Abbey: Series 5,No,,"24,000,000"
Her Mother's Killer ,No,2020-08-26,"24,000,000"
Instant Dream Home,Yes,2022-08-10,"24,000,000"
Make Me Believe ,Yes,2023-06-23,"24,000,000"
The Kissing Booth,Yes,2018-05-11,"24,000,000"
The Mole,No,2022-10-07,"24,000,000"
The Seven Deadly Sins: Imperial Wrath of the Gods ,No,2019-10-14,"24,000,000"
We're the Millers,No,,"24,000,000"
Gabby's Dollhouse,Yes,2022-07-25,"23,900,000"
Rango (2011),No,,"23,900,000"
Sniper: Ultimate Kill,No,,"23,900,000"
The Good Doctor,No,,"23,900,000"
The SpongeBob SquarePants Movie,No,,"23,900,000"
All American,No,,"23,800,000"
How to Get Away With Murder,No,,"23,800,000"
I Am Georgina ,Yes,2022-01-27,"23,800,000"
Anatomy of a Scandal: Limited Series,Yes,2022-04-15,"23,700,000"
Grown Ups 2,No,,"23,700,000"
Ozark,Yes,2020-03-27,"23,700,000"
Hard Feelings ,Yes,2023-05-24,"23,600,000"
Harry Potter and the Chamber of Secrets,No,,"23,600,000"
Simon (2016),No,,"23,600,000"
The 100,No,,"23,600,000"
Blue Lock ,No,,"23,500,000"
Good Girls,Yes,2020-07-26,"23,500,000"
Sexify,Yes,2021-04-28,"23,500,000"
Arrow,No,,"23,400,000"
Black Mirror,Yes,2019-06-05,"23,400,000"
Dragons: Race to the Edge,Yes,2015-06-26,"23,400,000"
La piloto,No,,"23,400,000"
NCIS,No,,"23,400,000"
The 100,No,,"23,400,000"
ALVINNN!!! And the Chipmunks,No,,"23,300,000"
Attack on Titan ,No,,"23,300,000"
Black Crab ,Yes,2022-03-18,"23,300,000"
Kung Fu Panda: The Dragon Knight,Yes,2022-07-14,"23,300,000"
Orange Is the New Black,Yes,2018-07-27,"23,300,000"
The Harder They Fall,Yes,2021-11-03,"23,300,000"
Top Boy,Yes,2019-09-13,"23,300,000"
A Love So Beautiful ,Yes,2020-12-28,"23,200,000"
Money Heist: Korea - Joint Economic Area ,Yes,2022-06-24,"23,200,000"
Senior Year,Yes,2022-05-13,"23,200,000"
Snake Eyes: G.I. Joe Origins,No,,"23,200,000"
To All the Boys I’ve Loved Before,Yes,2018-08-17,"23,200,000"
Fifty Shades of Grey,No,,"23,100,000"
Freeridge,Yes,2023-02-02,"23,100,000"
Inside Man (2006),No,,"23,100,000"
Monique Olivier: Accessory to Evil: Limited Series ,Yes,2023-03-02,"23,100,000"
NCIS,No,,"23,100,000"
Orange Is the New Black,Yes,2017-06-09,"23,100,000"
Sweet Girl,Yes,2021-08-20,"23,100,000"
Teen Wolf (2011),No,,"23,100,000"
The Flash (2014),No,,"23,100,000"
Chilling Adventures of Sabrina: Part 1,Yes,2018-10-26,"23,000,000"
Inheritance (2020),No,,"23,000,000"
Las muñecas de la mafia,No,2019-03-15,"23,000,000"
Messiah,Yes,2020-01-01,"23,000,000"
Orange Is the New Black,Yes,2019-07-26,"23,000,000"
The Adventures of Sharkboy and Lavagirl,No,,"23,000,000"
Floor Is Lava,Yes,2022-09-30,"22,900,000"
Greatest Events of WWII in Colour,Yes,2019-11-08,"22,900,000"
I am Solo: Part 13 - Part 16 ,No,,"22,900,000"
NCIS,No,,"22,900,000"
New Girl,No,,"22,900,000"
Shrek the Third,No,,"22,900,000"
I AM A KILLER,Yes,2022-12-21,"22,800,000"
Suits (2011),No,,"22,800,000"
ALVINNN!!! And the Chipmunks,No,,"22,700,000"
Bloodline,No,2015-03-20,"22,700,000"
Go Dog Go,Yes,2021-01-26,"22,700,000"
Kings of Jo'Burg,Yes,2020-12-04,"22,700,000"
Madagascar (2005),No,,"22,700,000"
Partner Track,Yes,2022-08-26,"22,700,000"
The Creature Cases,Yes,2023-05-22,"22,700,000"
【OSHI NO KO】 ,No,,"22,700,000"
Behind Her Eyes: Limited Series,Yes,2021-02-17,"22,600,000"
Enough (2002),No,,"22,600,000"
Sex Education,Yes,2020-01-17,"22,600,000"
The 100,No,,"22,600,000"
ONE PIECE: Alabasta ,No,,"22,500,000"
Smurfs: The Lost Village,No,,"22,500,000"
Money Shot: The Pornhub Story,Yes,2023-03-15,"22,400,000"
NCIS,No,,"22,400,000"
Octonauts,No,,"22,400,000"
Pokémon Master Journeys: The Series,No,,"22,400,000"
Sweet Magnolias,Yes,2020-05-19,"22,400,000"
Grey's Anatomy,No,,"22,300,000"
King Kong (2005),No,,"22,300,000"
Pinkfong & Baby Shark's Space Adventure ,Yes,,"22,300,000"
Cursed,Yes,2020-07-17,"22,200,000"
Henry Danger,No,,"22,200,000"
Tears of the Sun,No,,"22,200,000"
The SpongeBob Movie: Sponge Out of Water,No,,"22,200,000"
Cunk On Earth,Yes,2023-01-31,"22,100,000"
Dead to Me,Yes,2019-05-03,"22,100,000"
Maria Clara and Ibarra ,No,,"22,100,000"
Over the Moon,Yes,2020-10-23,"22,000,000"
The Haunting of Hill House,Yes,2018-10-12,"22,000,000"
The K2 ,No,,"22,000,000"
The Seven Deadly Sins: Dragon's Judgement ,Yes,2021-01-13,"22,000,000"
Jurassic World Camp Cretaceous,Yes,2021-05-21,"21,900,000"
Squared Love All Over Again ,Yes,2023-02-13,"21,900,000"
Take Care of Maya,Yes,2023-06-19,"21,900,000"
The Ultimatum: France ,Yes,2022-12-30,"21,900,000"
Twilight (2008),No,,"21,900,000"
Blue's Clues & You!,No,,"21,800,000"
Chip and Potato,Yes,2019-05-17,"21,800,000"
Fuller House,Yes,2017-09-22,"21,800,000"
Tour de France: Unchained ,No,2023-06-08,"21,800,000"
Vagabond ,Yes,2019-09-20,"21,800,000"
World War Z,No,,"21,800,000"
10 Days of a Good Man ,Yes,2023-03-03,"21,700,000"
Jurassic World Camp Cretaceous,Yes,2022-07-21,"21,700,000"
NCIS,No,,"21,700,000"
Pokémon Ultimate Journeys: The Series: Part 2,No,2023-02-24,"21,700,000"
Sexify,Yes,2023-01-11,"21,700,000"
Sharkdog,Yes,2023-04-27,"21,700,000"
Sin senos sí hay paraíso,No,,"21,700,000"
The Flash (2014),No,,"21,700,000"
Guardian: The Lonely and Great God ,No,,"21,600,000"
Inheritors ,No,,"21,600,000"
Red Balloon ,No,,"21,600,000"
Seinfeld,Yes,,"21,600,000"
Snack VS. Chef,Yes,2022-11-30,"21,600,000"
The Upshaws: Part 3,Yes,2023-02-16,"21,600,000"
Black Clover: Sword of the Wizard King ,No,2023-06-16,"21,500,000"
Fuller House,Yes,2019-12-06,"21,500,000"
Inside Job: Part 1,Yes,2021-10-22,"21,500,000"
Power Rangers Ninja Steel,No,,"21,500,000"
Hard Target 2,No,,"21,400,000"
Miraculous: Tales of Ladybug & Cat Noir: Part 2,No,,"21,400,000"
Diary of a Gigolo ,No,2022-09-07,"21,300,000"
Naruto ,No,,"21,300,000"
Riverdale,No,2019-10-10,"21,300,000"
Warrior Nun,Yes,2022-11-10,"21,300,000"
Bunk'd,No,,"21,200,000"
InuYasha ,No,,"21,200,000"
Luckiest Girl Alive,Yes,2022-10-07,"21,200,000"
NCIS,No,,"21,200,000"
13 Reasons Why,Yes,2018-05-18,"21,100,000"
Grey's Anatomy,No,,"21,100,000"
New Girl,No,,"21,100,000"
Sweet Magnolias,Yes,2022-02-04,"21,100,000"
The 100,No,,"21,100,000"
Thirty-Nine ,Yes,2022-02-16,"21,100,000"
Chokehold ,Yes,2023-04-21,"21,000,000"
Coach Carter,No,,"21,000,000"
Dance Monsters,Yes,2022-12-16,"21,000,000"
"El Rey, Vicente Fernández",No,2022-09-14,"21,000,000"
Love After Music ,No,2023-04-26,"21,000,000"
PJ Masks,No,,"21,000,000"
Teenage Mutant Ninja Turtles (2012),No,,"21,000,000"
The Wrong Missy,Yes,2020-05-13,"21,000,000"
Love Between Fairy and Devil ,No,,"20,900,000"
Miniforce: Super Dino Power ,No,,"20,900,000"
Supernatural (2005),No,,"20,900,000"
The Last Stand (2013),No,,"20,900,000"
Heartland (2007),No,,"20,800,000"
Jurassic World Camp Cretaceous,Yes,2021-12-03,"20,800,000"
Locke & Key,Yes,2021-10-22,"20,800,000"
MINDHUNTER,Yes,2019-08-16,"20,800,000"
NCIS,No,,"20,800,000"
New Girl,No,,"20,800,000"
Señora Acero,No,,"20,800,000"
The Condemned (2007),No,,"20,800,000"
Where the Tracks End ,No,2023-05-26,"20,800,000"
All American,No,,"20,700,000"
Booba,Yes,,"20,700,000"
Community,Yes,,"20,700,000"
Project Power,Yes,2020-08-14,"20,700,000"
Alexa & Katie: Part 1,Yes,2018-03-23,"20,600,000"
Kings of Jo'Burg,Yes,2023-01-27,"20,600,000"
Rick and Morty,No,,"20,600,000"
The Hunger Games: Mockingjay - Part 2,No,,"20,600,000"
JoJo's Bizarre Adventure: STONE OCEAN ,Yes,2021-12-01,"20,500,000"
Miraculous: Tales of Ladybug & Cat Noir: Part 2,No,,"20,500,000"
The Sinner: Cora,No,2017-11-07,"20,500,000"
A Madea Homecoming,Yes,2022-02-25,"20,400,000"
Chromosome 21 ,No,,"20,400,000"
Do Revenge,Yes,2022-09-16,"20,400,000"
Teen Wolf (2011),No,,"20,400,000"
Till The End of The Moon ,No,,"20,400,000"
Narcos: Mexico,Yes,2020-02-13,"20,300,000"
NCIS,No,,"20,300,000"
New Girl,No,,"20,300,000"
Synchronic,No,,"20,300,000"
Transformers: The Last Knight,No,,"20,300,000"
Victorious,No,,"20,300,000"
Workin' Moms,Yes,2022-05-10,"20,300,000"
A Perfect Pairing,Yes,2022-05-19,"20,200,000"
Grey's Anatomy,No,,"20,200,000"
Queen of the South,Yes,,"20,200,000"
The InBESTigators,Yes,2019-08-09,"20,200,000"
Black Mirror,No,2013-02-28,"20,100,000"
Dynasty,Yes,2018-10-13,"20,100,000"
King of Collectibles: The Goldin Touch,Yes,2023-04-28,"20,100,000"
Komi Can't Communicate ,Yes,2021-10-06,"20,100,000"
Les Sisters,No,,"20,100,000"
The Kissing Booth 2,Yes,2020-07-24,"20,100,000"
Blippi's Adventures,Yes,,"20,000,000"
Colombiana,No,,"20,000,000"
House of Cards,No,2013-02-01,"20,000,000"
How to Get Away With Murder,No,,"20,000,000"
Miraculous: Tales of Ladybug & Cat Noir: Part 1,No,,"20,000,000"
Our Blues ,Yes,2022-04-09,"20,000,000"
The Boss Baby: Back in Business,Yes,2018-04-06,"20,000,000"
Demon Slayer: Kimetsu no Yaiba: Mugen Train Arc ,No,,"19,900,000"
The Boss Baby: Back in the Crib,Yes,2023-04-13,"19,900,000"
War (2007),No,,"19,900,000"
Catching Killers,Yes,2023-06-23,"19,800,000"
Dead to Me,Yes,2020-05-08,"19,800,000"
Karate Sheep,Yes,2023-03-02,"19,800,000"
Narcos: Mexico,Yes,2021-11-05,"19,800,000"
Reborn Rich ,No,,"19,800,000"
The Bonfire of Destiny: Limited Series ,Yes,2019-12-26,"19,800,000"
Daddy Day Care,No,,"19,700,000"
Flower Crew: Joseon Marriage Agency ,No,,"19,700,000"
Johnny,Yes,2023-03-23,"19,700,000"
Married at First Sight,No,,"19,700,000"
